Transcript	Tax_Annotation	Max_Annotation	Description	PFAM	KO_All	KO_sig	Pathway_all	Pathway_sig	GO_BP	GO_sig	Figure_term	
lpl2_a_DN479_c0_g1_i1	COG1032@1|root,COG1032@2|Bacteria,1MUG3@1224|Proteobacteria,1RN9V@1236|Gammaproteobacteria	1236|Gammaproteobacteria	UPF0313 protein	DUF3362,Radical_SAM,Radical_SAM_N	-		-		-			
lpl2_a_DN509_c0_g2_i1	COG1299@1|root,COG1445@1|root,COG3925@1|root,COG1299@2|Bacteria,COG1445@2|Bacteria,COG3925@2|Bacteria,1MXFN@1224|Proteobacteria,1RMZC@1236|Gammaproteobacteria,3X0XP@547|Enterobacter	1236|Gammaproteobacteria	PTS system, fructose subfamily, IIC subunit	PTS_EIIC,PTS_IIB	ko:K02768,ko:K02769,ko:K02770		ko00051,ko01100,ko01120,ko02060,map00051,map01100,map01120,map02060		GO:0003674,GO:0003824,GO:0005215,GO:0005575,GO:0005623,GO:0005886,GO:0006810,GO:0008150,GO:0008643,GO:0009401,GO:0015144,GO:0016020,GO:0016740,GO:0016772,GO:0016773,GO:0022804,GO:0022857,GO:0034219,GO:0044464,GO:0051179,GO:0051234,GO:0055085,GO:0071702,GO:0071944,GO:0090563,GO:0090582	carbohydrate transmembrane transport,carbohydrate transport,	Carbohydrate Transport	
lpl2_a_DN553_c0_g1_i13	COG0558@1|root,COG0558@2|Bacteria,1RCZ7@1224|Proteobacteria,1S465@1236|Gammaproteobacteria	1236|Gammaproteobacteria	Belongs to the CDP-alcohol phosphatidyltransferase class-I family	CDP-OH_P_transf	ko:K00995,ko:K08744		ko00564,ko01100,map00564,map01100		GO:0003674,GO:0003824,GO:0005575,GO:0005623,GO:0005886,GO:0006629,GO:0006644,GO:0006650,GO:0006793,GO:0006796,GO:0008150,GO:0008152,GO:0008444,GO:0008610,GO:0008654,GO:0009058,GO:0009987,GO:0016020,GO:0016021,GO:0016740,GO:0016772,GO:0016780,GO:0017169,GO:0019637,GO:0031224,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044425,GO:0044464,GO:0045017,GO:0046474,GO:0046486,GO:0071704,GO:0071944,GO:0090407,GO:1901576	organophosphate metabolic process,cellular process,		
lpl2_a_DN554_c0_g1_i1	COG0322@1|root,COG0322@2|Bacteria,1MV38@1224|Proteobacteria,1RNGV@1236|Gammaproteobacteria,3X212@547|Enterobacter	1236|Gammaproteobacteria	The UvrABC repair system catalyzes the recognition and processing of DNA lesions. UvrC both incises the 5' and 3' sides of the lesion. The N-terminal half is responsible for the 3' incision and the C-terminal half is responsible for the 5' incision	GIY-YIG,HHH,HHH_2,HHH_5,UVR,UvrC_HhH_N	ko:K03703		ko03420,map03420		GO:0003674,GO:0003824,GO:0004518,GO:0004519,GO:0004520,GO:0004536,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006259,GO:0006281,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0008150,GO:0008152,GO:0009314,GO:0009380,GO:0009381,GO:0009628,GO:0009987,GO:0016787,GO:0016788,GO:0032991,GO:0033554,GO:0034641,GO:0043170,GO:0044237,GO:0044238,GO:0044260,GO:0044424,GO:0044464,GO:0046483,GO:0050896,GO:0051716,GO:0071704,GO:0090304,GO:0090305,GO:0140097,GO:1901360,GO:1902494,GO:1905347,GO:1905348,GO:1990391	cellular process,		
lpl2_a_DN56_c0_g1_i6	COG0567@1|root,COG0567@2|Bacteria,1MVBF@1224|Proteobacteria,1RN8K@1236|Gammaproteobacteria	1236|Gammaproteobacteria	Dehydrogenase E1 component	2-oxogl_dehyd_N,E1_dh,OxoGdeHyase_C,Transket_pyr	ko:K00164		ko00020,ko00310,ko00380,ko01100,ko01110,ko01120,ko01130,ko01200,map00020,map00310,map00380,map01100,map01110,map01120,map01130,map01200		GO:0000287,GO:0003674,GO:0003824,GO:0004591,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006091,GO:0006099,GO:0006101,GO:0008150,GO:0008152,GO:0009060,GO:0009987,GO:0015980,GO:0016491,GO:0016624,GO:0016903,GO:0016999,GO:0017144,GO:0019752,GO:0019842,GO:0030976,GO:0032991,GO:0036094,GO:0042802,GO:0043167,GO:0043168,GO:0043169,GO:0043436,GO:0044237,GO:0044238,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0045239,GO:0045240,GO:0045252,GO:0045333,GO:0046872,GO:0048037,GO:0050662,GO:0055114,GO:0071704,GO:0072350,GO:0097159,GO:1901363,GO:1901681,GO:1902494,GO:1990204,GO:1990234	energy derivation by oxidation of organi...,generation of precursor metabolites and ...,cellular respiration,cellular process,	Cellular Respiration	
lpl2_a_DN5925_c1_g1_i1	COG0735@1|root,COG0735@2|Bacteria,1MZIW@1224|Proteobacteria,1S5ZI@1236|Gammaproteobacteria	1236|Gammaproteobacteria	belongs to the Fur family	FUR	ko:K09823		ko02024,map02024		GO:0000976,GO:0001067,GO:0001130,GO:0001217,GO:0003674,GO:0003676,GO:0003677,GO:0003690,GO:0003700,GO:0005488,GO:0005515,GO:0005575,GO:0006139,GO:0006351,GO:0006355,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009889,GO:0009890,GO:0009892,GO:0009987,GO:0010467,GO:0010468,GO:0010556,GO:0010558,GO:0010605,GO:0010629,GO:0016070,GO:0018130,GO:0019219,GO:0019222,GO:0019438,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0032774,GO:0032991,GO:0032993,GO:0034641,GO:0034645,GO:0034654,GO:0042802,GO:0043170,GO:0043565,GO:0044212,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0045892,GO:0045934,GO:0046483,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0051171,GO:0051172,GO:0051252,GO:0051253,GO:0060255,GO:0065007,GO:0071704,GO:0080090,GO:0090304,GO:0097159,GO:0097659,GO:0140110,GO:1901360,GO:1901362,GO:1901363,GO:1901576,GO:1902679,GO:1903506,GO:1903507,GO:1990837,GO:2000112,GO:2000113,GO:2001141	cellular process,		
lpl2_a_DN596_c0_g1_i3	COG0793@1|root,COG0793@2|Bacteria,1MU39@1224|Proteobacteria,1RMSR@1236|Gammaproteobacteria	1236|Gammaproteobacteria	Belongs to the peptidase S41A family	BAGE,DUF3340,PDZ,Peptidase_S41	ko:K03797		-		GO:0003674,GO:0003824,GO:0004175,GO:0005575,GO:0005623,GO:0005886,GO:0006508,GO:0006807,GO:0007154,GO:0007165,GO:0008150,GO:0008152,GO:0008233,GO:0009056,GO:0009057,GO:0009987,GO:0016020,GO:0016787,GO:0019538,GO:0023052,GO:0030163,GO:0030288,GO:0030313,GO:0031975,GO:0042221,GO:0042597,GO:0043170,GO:0044238,GO:0044464,GO:0046677,GO:0050789,GO:0050794,GO:0050896,GO:0051716,GO:0065007,GO:0070011,GO:0071704,GO:0071944,GO:0140096,GO:1901564,GO:1901565,GO:1901575	cellular process,protein metabolic process,	Protein Metabolism	
lpl2_a_DN619_c0_g1_i4	COG0542@1|root,COG0542@2|Bacteria,1MV8B@1224|Proteobacteria,1RMH3@1236|Gammaproteobacteria	1236|Gammaproteobacteria	Belongs to the ClpA ClpB family	AAA,AAA_2,ClpB_D2-small,Clp_N	ko:K03694		-		GO:0000166,GO:0003674,GO:0003824,GO:0004176,GO:0005488,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006508,GO:0006807,GO:0006950,GO:0006979,GO:0008144,GO:0008150,GO:0008152,GO:0008233,GO:0009987,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017076,GO:0017111,GO:0019538,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0035639,GO:0036094,GO:0042623,GO:0043167,GO:0043168,GO:0043170,GO:0043335,GO:0044238,GO:0044424,GO:0044444,GO:0044464,GO:0050896,GO:0070011,GO:0071704,GO:0097159,GO:0097367,GO:0140096,GO:1901265,GO:1901363,GO:1901564	cellular process,protein metabolic process,	Protein Metabolism	
lpl2_a_DN622_c0_g2_i1	COG0042@1|root,COG2901@1|root,COG0042@2|Bacteria,COG2901@2|Bacteria,1MV5V@1224|Proteobacteria,1RMJP@1236|Gammaproteobacteria,28363@191675|unclassified Enterobacteriaceae	1236|Gammaproteobacteria	Dihydrouridine synthase (Dus)	Dus	ko:K05540		-		GO:0002943,GO:0003674,GO:0003824,GO:0006139,GO:0006396,GO:0006399,GO:0006400,GO:0006725,GO:0006807,GO:0008033,GO:0008150,GO:0008152,GO:0009314,GO:0009451,GO:0009628,GO:0009987,GO:0010467,GO:0016070,GO:0016491,GO:0016627,GO:0017150,GO:0034470,GO:0034641,GO:0034660,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0046483,GO:0050896,GO:0055114,GO:0071704,GO:0090304,GO:0140098,GO:0140101,GO:1901360	cellular process,		
lpl2_a_DN623_c0_g1_i2	COG0661@1|root,COG0661@2|Bacteria,1MU1Z@1224|Proteobacteria,1RNQM@1236|Gammaproteobacteria	1236|Gammaproteobacteria	Is probably a protein kinase regulator of UbiI activity which is involved in aerobic coenzyme Q (ubiquinone) biosynthesis	ABC1	ko:K03688		-		GO:0003674,GO:0003824,GO:0005575,GO:0005623,GO:0005886,GO:0006732,GO:0006733,GO:0006743,GO:0006744,GO:0008150,GO:0008152,GO:0009058,GO:0009108,GO:0009987,GO:0016020,GO:0042180,GO:0042181,GO:0044237,GO:0044249,GO:0044281,GO:0044283,GO:0044464,GO:0051186,GO:0051188,GO:0071704,GO:0071944,GO:1901576,GO:1901661,GO:1901663	cellular process,		
lpl2_a_DN656_c0_g2_i1	COG0006@1|root,COG0006@2|Bacteria,1MURT@1224|Proteobacteria,1RMKT@1236|Gammaproteobacteria,3X1I1@547|Enterobacter	1236|Gammaproteobacteria	Splits dipeptides with a prolyl residue in the C- terminal position	Peptidase_M24	ko:K01271		-		GO:0003674,GO:0003824,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006508,GO:0006518,GO:0006807,GO:0008150,GO:0008152,GO:0008233,GO:0008235,GO:0008237,GO:0008238,GO:0009056,GO:0009987,GO:0016787,GO:0016805,GO:0019538,GO:0030145,GO:0034641,GO:0043167,GO:0043169,GO:0043170,GO:0043171,GO:0043603,GO:0044237,GO:0044238,GO:0044248,GO:0044424,GO:0044444,GO:0044464,GO:0046872,GO:0046914,GO:0070011,GO:0070573,GO:0071704,GO:0140096,GO:1901564,GO:1901565,GO:1901575	cellular process,protein metabolic process,	Protein Metabolism	
lpl2_a_DN6585_c1_g1_i1	COG2368@1|root,COG2368@2|Bacteria,1PEQG@1224|Proteobacteria,1RQ3I@1236|Gammaproteobacteria	1236|Gammaproteobacteria	4-hydroxyphenylacetate 3-monooxygenase oxygenase component	HpaB,HpaB_N	ko:K00483		ko00350,ko01120,ko01220,map00350,map01120,map01220		-			
lpl2_a_DN66_c0_g2_i1	COG0520@1|root,COG0520@2|Bacteria,1MUPD@1224|Proteobacteria,1RNIY@1236|Gammaproteobacteria	1236|Gammaproteobacteria	Cysteine desulfurases mobilize the sulfur from L- cysteine to yield L-alanine, an essential step in sulfur metabolism for biosynthesis of a variety of sulfur-containing biomolecules. Component of the suf operon, which is activated and required under specific conditions such as oxidative stress and iron limitation. Acts as a potent selenocysteine lyase in vitro, that mobilizes selenium from L-selenocysteine. Selenocysteine lyase activity is however unsure in vivo	Aminotran_5	ko:K01766,ko:K11717		ko00450,ko01100,map00450,map01100		GO:0000096,GO:0003674,GO:0003824,GO:0005488,GO:0006082,GO:0006520,GO:0006790,GO:0006807,GO:0008144,GO:0008150,GO:0008152,GO:0009987,GO:0016740,GO:0016782,GO:0016783,GO:0019752,GO:0019842,GO:0030170,GO:0036094,GO:0043167,GO:0043168,GO:0043436,GO:0044237,GO:0044238,GO:0044281,GO:0048037,GO:0050662,GO:0070279,GO:0071704,GO:0097159,GO:1901363,GO:1901564	cellular process,	Cellular Stress	
lpl2_a_DN677_c0_g2_i1	COG0859@1|root,COG0859@2|Bacteria,1MXA2@1224|Proteobacteria,1RMBF@1236|Gammaproteobacteria	1236|Gammaproteobacteria	heptosyltransferase	Glyco_transf_9	ko:K02843		ko00540,ko01100,map00540,map01100		GO:0000271,GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005975,GO:0005976,GO:0006629,GO:0008150,GO:0008152,GO:0008610,GO:0008653,GO:0008713,GO:0008920,GO:0009058,GO:0009059,GO:0009103,GO:0009244,GO:0009311,GO:0009312,GO:0009987,GO:0016051,GO:0016740,GO:0016757,GO:0033692,GO:0034637,GO:0034645,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044260,GO:0044262,GO:0044264,GO:0044424,GO:0044444,GO:0044464,GO:0046401,GO:0071704,GO:1901135,GO:1901137,GO:1901576,GO:1903509	cellular process,carbohydrate derivative metabolic proces...,	Carbohydrate Metabolism	
lpl2_a_DN67_c0_g1_i1	COG0102@1|root,COG0102@2|Bacteria,1RA11@1224|Proteobacteria,1S280@1236|Gammaproteobacteria,3X0FV@547|Enterobacter	1236|Gammaproteobacteria	This protein is one of the early assembly proteins of the 50S ribosomal subunit, although it is not seen to bind rRNA by itself. It is important during the early stages of 50S assembly	Ribosomal_L13	ko:K02871		ko03010,map03010		GO:0003674,GO:0003676,GO:0003723,GO:0003729,GO:0003735,GO:0005198,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0006412,GO:0006417,GO:0006518,GO:0006807,GO:0008150,GO:0008152,GO:0008270,GO:0009058,GO:0009059,GO:0009889,GO:0009890,GO:0009892,GO:0009987,GO:0010467,GO:0010468,GO:0010556,GO:0010558,GO:0010605,GO:0010608,GO:0010629,GO:0015934,GO:0017148,GO:0019222,GO:0019538,GO:0019843,GO:0022625,GO:0022626,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0032268,GO:0032269,GO:0032991,GO:0034248,GO:0034249,GO:0034641,GO:0034645,GO:0043043,GO:0043167,GO:0043169,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0046872,GO:0046914,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0051171,GO:0051172,GO:0051246,GO:0051248,GO:0060255,GO:0065007,GO:0070180,GO:0071704,GO:0080090,GO:0097159,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1990904,GO:2000112,GO:2000113	cellular process,translation,peptide biosynthetic process,protein metabolic process,	Translation	
lpl2_a_DN6898_c0_g2_i1	COG1020@1|root,COG1020@2|Bacteria,1TPTH@1239|Firmicutes,4HAHU@91061|Bacilli,4AZCS@81852|Enterococcaceae	91061|Bacilli	Catalyzes the first step in the D-alanylation of lipoteichoic acid (LTA), the activation of D-alanine and its transfer onto the D-alanyl carrier protein (Dcp) DltC. In an ATP- dependent two-step reaction, forms a high energy D-alanyl-AMP intermediate, followed by transfer of the D-alanyl residue as a thiol ester to the phosphopantheinyl prosthetic group of the Dcp. D-alanylation of LTA plays an important role in modulating the properties of the cell wall in Gram-positive bacteria, influencing the net charge of the cell wall	AMP-binding,AMP-binding_C	ko:K03367		ko00473,ko01503,ko02020,ko05150,map00473,map01503,map02020,map05150		GO:0000166,GO:0000270,GO:0003674,GO:0003824,GO:0005215,GO:0005488,GO:0006022,GO:0006023,GO:0006024,GO:0006807,GO:0006810,GO:0008144,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009252,GO:0009273,GO:0009987,GO:0016208,GO:0016874,GO:0016879,GO:0016881,GO:0017076,GO:0022857,GO:0030203,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0034645,GO:0036094,GO:0042546,GO:0043167,GO:0043168,GO:0043169,GO:0043170,GO:0044036,GO:0044038,GO:0044085,GO:0044237,GO:0044249,GO:0044260,GO:0051179,GO:0051234,GO:0055085,GO:0070589,GO:0071554,GO:0071704,GO:0071840,GO:0097159,GO:0097367,GO:1901135,GO:1901137,GO:1901265,GO:1901363,GO:1901564,GO:1901566,GO:1901576	cellular process,carbohydrate derivative metabolic proces...,		
lpl2_a_DN68_c0_g2_i1	COG0589@1|root,COG0589@2|Bacteria,1RA7K@1224|Proteobacteria,1S2PE@1236|Gammaproteobacteria	1236|Gammaproteobacteria	Belongs to the universal stress protein A family	Usp	ko:K11932		-		GO:0003674,GO:0003824,GO:0004017,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006464,GO:0006468,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009117,GO:0009123,GO:0009165,GO:0009987,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016776,GO:0018117,GO:0018130,GO:0018175,GO:0019205,GO:0019438,GO:0019538,GO:0019637,GO:0032879,GO:0034641,GO:0034654,GO:0036211,GO:0040012,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044281,GO:0044424,GO:0044464,GO:0046483,GO:0046777,GO:0046940,GO:0050145,GO:0050789,GO:0050794,GO:0051270,GO:0055086,GO:0065007,GO:0071704,GO:0090407,GO:1901293,GO:1901360,GO:1901362,GO:1901564,GO:1901576,GO:2000145	organophosphate metabolic process,cellular process,nucleobase-containing small molecule met...,protein metabolic process,nucleotide metabolic process,	Cellular Stress	
lpl2_a_DN699_c0_g1_i2	COG0745@1|root,COG0745@2|Bacteria,1MY3D@1224|Proteobacteria,1RPKN@1236|Gammaproteobacteria,3X0ZQ@547|Enterobacter	1236|Gammaproteobacteria	Response regulator receiver	Response_reg,Trans_reg_C	ko:K07659		ko02020,ko02026,map02020,map02026		GO:0000156,GO:0000160,GO:0000976,GO:0001067,GO:0001130,GO:0001216,GO:0001217,GO:0003674,GO:0003676,GO:0003677,GO:0003690,GO:0003700,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006355,GO:0007154,GO:0007165,GO:0008150,GO:0009889,GO:0009890,GO:0009891,GO:0009892,GO:0009893,GO:0009987,GO:0010468,GO:0010556,GO:0010557,GO:0010558,GO:0010604,GO:0010605,GO:0010628,GO:0010629,GO:0019219,GO:0019222,GO:0023052,GO:0031323,GO:0031324,GO:0031325,GO:0031326,GO:0031327,GO:0031328,GO:0032991,GO:0032993,GO:0035556,GO:0043565,GO:0044212,GO:0044424,GO:0044464,GO:0045892,GO:0045893,GO:0045934,GO:0045935,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0050789,GO:0050794,GO:0050896,GO:0051171,GO:0051172,GO:0051173,GO:0051252,GO:0051253,GO:0051254,GO:0051716,GO:0060089,GO:0060255,GO:0065007,GO:0080090,GO:0097159,GO:0140110,GO:1901363,GO:1902679,GO:1902680,GO:1903506,GO:1903507,GO:1903508,GO:1990837,GO:2000112,GO:2000113,GO:2001141	cellular process,		
lpl2_a_DN69_c0_g1_i3	COG0191@1|root,COG0191@2|Bacteria,1MURX@1224|Proteobacteria,1RQUC@1236|Gammaproteobacteria,3X0D2@547|Enterobacter	1236|Gammaproteobacteria	Fructose-bisphosphate aldolase, class II	F_bP_aldolase	ko:K01624		ko00010,ko00030,ko00051,ko00680,ko00710,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,map00010,map00030,map00051,map00680,map00710,map01100,map01110,map01120,map01130,map01200,map01230		GO:0003674,GO:0003824,GO:0004332,GO:0005488,GO:0005515,GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0005975,GO:0005996,GO:0006006,GO:0006082,GO:0006090,GO:0006091,GO:0006094,GO:0006096,GO:0006139,GO:0006163,GO:0006164,GO:0006165,GO:0006725,GO:0006732,GO:0006733,GO:0006753,GO:0006754,GO:0006757,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0008270,GO:0009056,GO:0009058,GO:0009108,GO:0009117,GO:0009123,GO:0009124,GO:0009126,GO:0009127,GO:0009132,GO:0009135,GO:0009141,GO:0009142,GO:0009144,GO:0009145,GO:0009150,GO:0009152,GO:0009156,GO:0009161,GO:0009165,GO:0009166,GO:0009167,GO:0009168,GO:0009179,GO:0009185,GO:0009199,GO:0009201,GO:0009205,GO:0009206,GO:0009259,GO:0009260,GO:0009987,GO:0016020,GO:0016051,GO:0016052,GO:0016053,GO:0016310,GO:0016829,GO:0016830,GO:0016832,GO:0017144,GO:0018130,GO:0019318,GO:0019319,GO:0019359,GO:0019362,GO:0019363,GO:0019438,GO:0019439,GO:0019637,GO:0019693,GO:0019752,GO:0030312,GO:0032787,GO:0034404,GO:0034641,GO:0034654,GO:0034655,GO:0042802,GO:0042866,GO:0043167,GO:0043169,GO:0043436,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044270,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046031,GO:0046034,GO:0046364,GO:0046390,GO:0046394,GO:0046434,GO:0046483,GO:0046496,GO:0046700,GO:0046872,GO:0046914,GO:0046939,GO:0051186,GO:0051188,GO:0055086,GO:0071704,GO:0071944,GO:0072330,GO:0072521,GO:0072522,GO:0072524,GO:0072525,GO:0090407,GO:1901135,GO:1901137,GO:1901292,GO:1901293,GO:1901360,GO:1901361,GO:1901362,GO:1901564,GO:1901566,GO:1901575,GO:1901576	generation of precursor metabolites and ...,organophosphate metabolic process,cellular process,nucleobase-containing small molecule met...,ribonucleotide metabolic process,purine-containing compound metabolic pro...,purine ribonucleotide metabolic process,ribonucleoside triphosphate metabolic pr...,carbohydrate derivative metabolic proces...,nucleobase-containing small molecule bio...,nucleotide metabolic process,purine nucleotide metabolic process,	Carbohydrate Metabolism	
lpl2_a_DN6_c0_g1_i3	COG1175@1|root,COG1175@2|Bacteria,1MXKR@1224|Proteobacteria,1RN6B@1236|Gammaproteobacteria,3X1MU@547|Enterobacter	1236|Gammaproteobacteria	PFAM binding-protein-dependent transport systems inner membrane component	BPD_transp_1,MalF_P2	ko:K10109		ko02010,map02010		GO:0003674,GO:0003824,GO:0005215,GO:0005363,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006810,GO:0006950,GO:0006974,GO:0008150,GO:0008643,GO:0009987,GO:0015144,GO:0015154,GO:0015157,GO:0015399,GO:0015405,GO:0015422,GO:0015423,GO:0015766,GO:0015768,GO:0015772,GO:0015774,GO:0016020,GO:0016021,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0022804,GO:0022857,GO:0031224,GO:0031226,GO:0032991,GO:0033036,GO:0033037,GO:0033554,GO:0034219,GO:0042623,GO:0042626,GO:0042956,GO:0043190,GO:0043211,GO:0043492,GO:0044425,GO:0044459,GO:0044464,GO:0050896,GO:0051179,GO:0051234,GO:0051716,GO:0055085,GO:0071702,GO:0071944,GO:0098533,GO:0098796,GO:0098797,GO:1902494,GO:1902495,GO:1904949,GO:1990060,GO:1990351	polysaccharide transport,polysaccharide localization,maltodextrin transmembrane transport,cellular process,carbohydrate transmembrane transport,maltose transport,carbohydrate transport,	Carbohydrate Transport	
lpl2_a_DN6_c0_g1_i6	COG1175@1|root,COG1175@2|Bacteria,1MXKR@1224|Proteobacteria,1RN6B@1236|Gammaproteobacteria,3X1MU@547|Enterobacter	1236|Gammaproteobacteria	PFAM binding-protein-dependent transport systems inner membrane component	BPD_transp_1,MalF_P2	ko:K10109		ko02010,map02010		GO:0003674,GO:0003824,GO:0005215,GO:0005363,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006810,GO:0006950,GO:0006974,GO:0008150,GO:0008643,GO:0009987,GO:0015144,GO:0015154,GO:0015157,GO:0015399,GO:0015405,GO:0015422,GO:0015423,GO:0015766,GO:0015768,GO:0015772,GO:0015774,GO:0016020,GO:0016021,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0022804,GO:0022857,GO:0031224,GO:0031226,GO:0032991,GO:0033036,GO:0033037,GO:0033554,GO:0034219,GO:0042623,GO:0042626,GO:0042956,GO:0043190,GO:0043211,GO:0043492,GO:0044425,GO:0044459,GO:0044464,GO:0050896,GO:0051179,GO:0051234,GO:0051716,GO:0055085,GO:0071702,GO:0071944,GO:0098533,GO:0098796,GO:0098797,GO:1902494,GO:1902495,GO:1904949,GO:1990060,GO:1990351	polysaccharide transport,polysaccharide localization,maltodextrin transmembrane transport,cellular process,carbohydrate transmembrane transport,maltose transport,carbohydrate transport,	Carbohydrate Transport	
lpl2_a_DN70_c0_g1_i8	2BRU1@1|root,32KU6@2|Bacteria,1U1G4@1239|Firmicutes,25NUE@186801|Clostridia,3Y201@572511|Blautia	186801|Clostridia	ORF located using Blastx	-	-		-		-			
lpl2_a_DN719_c0_g1_i3	COG0845@1|root,COG0845@2|Bacteria,1MU78@1224|Proteobacteria,1RPI1@1236|Gammaproteobacteria	1236|Gammaproteobacteria	Belongs to the membrane fusion protein (MFP) (TC 8.A.1) family	Biotin_lipoyl_2,HlyD,HlyD_3,HlyD_D23	ko:K03585		ko01501,ko01503,map01501,map01503		GO:0003674,GO:0005215,GO:0005488,GO:0005515,GO:0005575,GO:0005623,GO:0005886,GO:0006810,GO:0006811,GO:0006820,GO:0006855,GO:0006869,GO:0008150,GO:0010876,GO:0015238,GO:0015711,GO:0015718,GO:0015721,GO:0015849,GO:0015850,GO:0015893,GO:0016020,GO:0016021,GO:0022857,GO:0030288,GO:0030313,GO:0031224,GO:0031226,GO:0031975,GO:0032991,GO:0033036,GO:0042221,GO:0042493,GO:0042597,GO:0042802,GO:0044425,GO:0044459,GO:0044464,GO:0046677,GO:0046942,GO:0050896,GO:0051179,GO:0051234,GO:0055085,GO:0071702,GO:0071944,GO:0098796,GO:1902495,GO:1990281,GO:1990351		Bacterial Outer Membrane Protein	
lpl2_a_DN732_c0_g3_i1	COG1129@1|root,COG1129@2|Bacteria,1MU22@1224|Proteobacteria,1RMCH@1236|Gammaproteobacteria	1236|Gammaproteobacteria	import. Responsible for energy coupling to the transport system	ABC_tran	ko:K02056,ko:K10441,ko:K10542,ko:K10545,ko:K10551,ko:K10562,ko:K17204,ko:K17215		ko02010,map02010		GO:0000166,GO:0003674,GO:0003824,GO:0005215,GO:0005488,GO:0005524,GO:0005575,GO:0005623,GO:0005886,GO:0006810,GO:0008144,GO:0008150,GO:0008643,GO:0015144,GO:0015145,GO:0015146,GO:0015399,GO:0015405,GO:0015407,GO:0015591,GO:0015608,GO:0015611,GO:0015749,GO:0015750,GO:0015752,GO:0016020,GO:0016021,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017076,GO:0017111,GO:0022804,GO:0022857,GO:0030554,GO:0031224,GO:0032553,GO:0032555,GO:0032559,GO:0032991,GO:0034219,GO:0035639,GO:0036094,GO:0042623,GO:0042626,GO:0043167,GO:0043168,GO:0043190,GO:0043211,GO:0043492,GO:0044425,GO:0044459,GO:0044464,GO:0051119,GO:0051179,GO:0051234,GO:0055085,GO:0071702,GO:0071944,GO:0097159,GO:0097367,GO:0098533,GO:0098796,GO:0098797,GO:1901265,GO:1901363,GO:1902494,GO:1902495,GO:1904949,GO:1990351	carbohydrate transmembrane transport,carbohydrate transport,	Carbohydrate Transport	
